trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000001284,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001285,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001286,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001287,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001288,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001289,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001290,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001291,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001292,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001293,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001294,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001295,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001296,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001297,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001298,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001299,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001300,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001301,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001302,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001303,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001304,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001305,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001306,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001307,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001308,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001309,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001310,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001311,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001312,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001313,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001314,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001315,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001316,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001317,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001318,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001319,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001320,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001321,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001322,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001323,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001324,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001325,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001326,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001327,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001328,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001329,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001330,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001331,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001332,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001333,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001334,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001335,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001336,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001337,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001338,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001339,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001340,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001341,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001342,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001343,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001344,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001345,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001346,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001347,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001348,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001349,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001350,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001351,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001352,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001353,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001354,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001355,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001356,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001357,2026-05-01T00:00:00+00:00,Recommendation,REC_002,1 failed transaction(s) totalling $199.00.,REC_002,1 failed transaction(s) totalling $199.00.,$199.00 potential impact (score: 378.1),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001358,2026-05-01T00:00:00+00:00,Recommendation,REC_002,4 failed transaction(s) totalling $196.00.,REC_002,4 failed transaction(s) totalling $196.00.,$196.00 potential impact (score: 372.4),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001359,2026-05-01T00:00:00+00:00,Recommendation,REC_002,4 failed transaction(s) totalling $196.00.,REC_002,4 failed transaction(s) totalling $196.00.,$196.00 potential impact (score: 372.4),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001360,2026-05-01T00:00:00+00:00,Recommendation,REC_002,4 failed transaction(s) totalling $196.00.,REC_002,4 failed transaction(s) totalling $196.00.,$196.00 potential impact (score: 372.4),"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001361,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-60CAD953 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-60CAD953 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001362,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-DE2819E7 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-DE2819E7 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
